"","date","time","round","period","team","score","tries","try_assists","conversions","conversion_attempts","penalty_goals","penalty_goal_attempts","field_goals","field_goal_attempts","sin_bins","send_offs","penalties","scrums","sets","completions","total_runs","total_runs_metres","hitups","hitups_metres","runs","runs_metres","dummy_half_runs","dummy_half_runs_metres","first_receiver_runs","first_receiver_runs_metres","ruck_runs","ruck_runs_metres","kick_return_runs","kick_return_runs_metres","total_runs_in_general_play","total_runs_in_general_play_metres","line_breaks","line_break_assists","tackle_breaks","receives","tackles","one_on_one_tackles","ineffective_tackles","missed_tackles","offloads","errors","kicks","kicks_metres","forty_twenty_kicks","line_dropouts","play_the_balls_total","play_the_balls_slow","play_the_balls_neutral","play_the_balls_fast","possession_percent","used_plays","unused_plays","possession_efficiency_percent"
"305","2015-07-18","5:30PM","19","match","Gold Coast","2","0","0","0","0","1","1","0","0","","","9","6","35","23","134","996","43","351","36","245","11","82","17","105","16","140","8","48","123","923","1","1","26","321","391","15","26","43","12","16","15 (460m) | 0 | 5","15 (460m) | 0 | 5","15 (460m) | 0 | 5","15 (460m) | 0 | 5","116 | 19 | 76 | 21","116 | 19 | 76 | 21","116 | 19 | 76 | 21","116 | 19 | 76 | 21","42% | 142 | 34 | 81%","42% | 142 | 34 | 81%","42% | 142 | 34 | 81%","42% | 142 | 34 | 81%"
"306","2015-07-18","5:30PM","19","1st_half","Gold Coast","2","0","0","0","0","1","1","0","0","","","5","6","17","12","69","499","19","152","19","109","5","39","10","64","11","92","2","18","64","456","0","0","13","168","164","8","10","23","6","7","8 (177m) | 0 | 2","8 (177m) | 0 | 2","8 (177m) | 0 | 2","8 (177m) | 0 | 2","61 | 5 | 38 | 18","61 | 5 | 38 | 18","61 | 5 | 38 | 18","61 | 5 | 38 | 18","48% | 73 | 12 | 86%","48% | 73 | 12 | 86%","48% | 73 | 12 | 86%","48% | 73 | 12 | 86%"
"307","2015-07-18","5:30PM","19","2nd_half","Gold Coast","0","0","0","0","0","0","0","0","0","","","4","6","18","11","65","497","24","199","17","136","6","43","7","41","5","48","6","30","59","467","1","1","13","153","227","7","16","20","6","9","7 (283m) | 0 | 3","7 (283m) | 0 | 3","7 (283m) | 0 | 3","7 (283m) | 0 | 3","55 | 14 | 38 | 3","55 | 14 | 38 | 3","55 | 14 | 38 | 3","55 | 14 | 38 | 3","36% | 69 | 22 | 76%","36% | 69 | 22 | 76%","36% | 69 | 22 | 76%","36% | 69 | 22 | 76%"
"308","2015-07-18","7:30PM","19","match","St George Illawarra","8","2","1","0","2","0","0","0","0","","","5","6","35","29","149","1290","88","754","27","239","10","81","4","27","3","37","12","104","132","1138","3","2","16","381","403","11","5","26","7","5","23 (741m) | 0 | 2","23 (741m) | 0 | 2","23 (741m) | 0 | 2","23 (741m) | 0 | 2","130 | 25 | 93 | 12","130 | 25 | 93 | 12","130 | 25 | 93 | 12","130 | 25 | 93 | 12","48% | 160 | 21 | 88%","48% | 160 | 21 | 88%","48% | 160 | 21 | 88%","48% | 160 | 21 | 88%"
"309","2015-07-18","7:30PM","19","1st_half","St George Illawarra","4","1","1","0","1","0","0","0","0","","","3","3","18","15","73","575","43","357","14","111","5","32","2","14","1","12","4","10","65","526","2","2","4","186","191","5","1","8","2","3","10 (395m) | 0 | 0","10 (395m) | 0 | 0","10 (395m) | 0 | 0","10 (395m) | 0 | 0","64 | 13 | 43 | 8","64 | 13 | 43 | 8","64 | 13 | 43 | 8","64 | 13 | 43 | 8","50% | 78 | 11 | 88%","50% | 78 | 11 | 88%","50% | 78 | 11 | 88%","50% | 78 | 11 | 88%"
"310","2015-07-18","7:30PM","19","2nd_half","St George Illawarra","4","1","0","0","1","0","0","0","0","","","2","3","17","14","76","715","45","397","13","128","5","49","2","13","2","25","8","94","67","612","1","0","12","195","212","6","4","18","5","2","13 (346m) | 0 | 2","13 (346m) | 0 | 2","13 (346m) | 0 | 2","13 (346m) | 0 | 2","66 | 12 | 50 | 4","66 | 12 | 50 | 4","66 | 12 | 50 | 4","66 | 12 | 50 | 4","45% | 82 | 10 | 89%","45% | 82 | 10 | 89%","45% | 82 | 10 | 89%","45% | 82 | 10 | 89%"
"311","2015-07-18","7:30PM","19","match","South Sydney","24","4","2","3","4","1","2","0","0","","","7","4","37","31","160","1410","91","749","18","161","11","130","12","84","6","34","15","187","138","1158","6","3","26","382","341","14","15","16","3","5","23 (670m) | 0 | 3","23 (670m) | 0 | 3","23 (670m) | 0 | 3","23 (670m) | 0 | 3","143 | 25 | 99 | 19","143 | 25 | 99 | 19","143 | 25 | 99 | 19","143 | 25 | 99 | 19","52% | 172 | 18 | 91%","52% | 172 | 18 | 91%","52% | 172 | 18 | 91%","52% | 172 | 18 | 91%"
"312","2015-07-18","7:30PM","19","1st_half","South Sydney","8","1","0","1","1","1","2","0","0","","","5","4","17","13","73","645","43","352","7","57","7","102","7","50","0","0","6","50","64","561","2","1","8","168","176","3","6","4","1","3","7 (222m) | 0 | 3","7 (222m) | 0 | 3","7 (222m) | 0 | 3","7 (222m) | 0 | 3","63 | 8 | 47 | 8","63 | 8 | 47 | 8","63 | 8 | 47 | 8","63 | 8 | 47 | 8","50% | 75 | 11 | 87%","50% | 75 | 11 | 87%","50% | 75 | 11 | 87%","50% | 75 | 11 | 87%"
"313","2015-07-18","7:30PM","19","2nd_half","South Sydney","16","3","2","2","3","0","0","0","0","","","2","4","20","18","87","765","48","397","11","104","4","28","5","34","6","34","9","137","74","597","4","2","18","214","165","11","9","12","2","2","16 (448m) | 0 | 0","16 (448m) | 0 | 0","16 (448m) | 0 | 0","16 (448m) | 0 | 0","80 | 17 | 52 | 11","80 | 17 | 52 | 11","80 | 17 | 52 | 11","80 | 17 | 52 | 11","55% | 97 | 7 | 93%","55% | 97 | 7 | 93%","55% | 97 | 7 | 93%","55% | 97 | 7 | 93%"
"314","2015-07-19","2:00PM","19","match","Sydney Roosters","24","4","3","4","4","0","0","0","0","","","6","10","40","28","187","1926","86","787","61","714","6","33","15","126","0","0","14","201","168","1660","8","2","37","440","314","17","20","32","17","10","20 (449m) | 0 | 2","20 (449m) | 0 | 2","20 (449m) | 0 | 2","20 (449m) | 0 | 2","146 | 25 | 106 | 15","146 | 25 | 106 | 15","146 | 25 | 106 | 15","146 | 25 | 106 | 15","52% | 171 | 46 | 79%","52% | 171 | 46 | 79%","52% | 171 | 46 | 79%","52% | 171 | 46 | 79%"
"315","2015-07-19","2:00PM","19","1st_half","Sydney Roosters","18","3","2","3","3","0","0","0","0","","","4","7","20","14","83","801","44","409","20","214","4","16","9","63","0","0","3","66","77","702","4","0","19","200","150","6","2","13","7","4","11 (226m) | 0 | 1","11 (226m) | 0 | 1","11 (226m) | 0 | 1","11 (226m) | 0 | 1","69 | 15 | 46 | 8","69 | 15 | 46 | 8","69 | 15 | 46 | 8","69 | 15 | 46 | 8","52% | 79 | 26 | 75%","52% | 79 | 26 | 75%","52% | 79 | 26 | 75%","52% | 79 | 26 | 75%"
"316","2015-07-19","2:00PM","19","2nd_half","Sydney Roosters","6","1","1","1","1","0","0","0","0","","","2","3","20","14","104","1125","42","378","41","500","2","17","6","63","0","0","11","135","91","958","4","2","18","240","164","11","18","19","10","6","9 (223m) | 0 | 1","9 (223m) | 0 | 1","9 (223m) | 0 | 1","9 (223m) | 0 | 1","77 | 10 | 60 | 7","77 | 10 | 60 | 7","77 | 10 | 60 | 7","77 | 10 | 60 | 7","51% | 92 | 20 | 82%","51% | 92 | 20 | 82%","51% | 92 | 20 | 82%","51% | 92 | 20 | 82%"
"317","2015-07-19","2:00PM","19","match","Warriors","0","0","0","0","0","0","0","0","0","","","4","6","33","22","156","1389","87","690","34","331","9","105","10","112","2","12","11","101","142","1250","3","2","32","390","351","20","29","37","9","12","20 (646m) | 0 | 0","20 (646m) | 0 | 0","20 (646m) | 0 | 0","20 (646m) | 0 | 0","136 | 16 | 103 | 17","136 | 16 | 103 | 17","136 | 16 | 103 | 17","136 | 16 | 103 | 17","48% | 157 | 28 | 85%","48% | 157 | 28 | 85%","48% | 157 | 28 | 85%","48% | 157 | 28 | 85%"
"318","2015-07-19","2:00PM","19","1st_half","Warriors","0","0","0","0","0","0","0","0","0","","","2","6","16","8","71","595","42","324","12","105","3","37","6","75","2","12","4","13","65","553","2","1","13","170","173","8","11","19","1","8","8 (262m) | 0 | 0","8 (262m) | 0 | 0","8 (262m) | 0 | 0","8 (262m) | 0 | 0","63 | 8 | 44 | 11","63 | 8 | 44 | 11","63 | 8 | 44 | 11","63 | 8 | 44 | 11","48% | 69 | 22 | 76%","48% | 69 | 22 | 76%","48% | 69 | 22 | 76%","48% | 69 | 22 | 76%"
"319","2015-07-19","2:00PM","19","2nd_half","Warriors","0","0","0","0","0","0","0","0","0","","","2","6","17","14","85","794","45","366","22","226","6","68","4","37","0","0","7","88","77","697","1","1","19","220","178","12","18","18","8","4","12 (384m) | 0 | 0","12 (384m) | 0 | 0","12 (384m) | 0 | 0","12 (384m) | 0 | 0","73 | 8 | 59 | 6","73 | 8 | 59 | 6","73 | 8 | 59 | 6","73 | 8 | 59 | 6","49% | 88 | 6 | 94%","49% | 88 | 6 | 94%","49% | 88 | 6 | 94%","49% | 88 | 6 | 94%"
"320","2015-07-19","4:00PM","19","match","Brisbane","42","8","6","5","8","0","0","0","0","","","7","3","40","32","172","1534","80","672","42","439","18","157","14","100","2","14","8","64","156","1382","8","5","38","393","304","13","16","17","9","10","15 (542m) | 0 | 1","15 (542m) | 0 | 1","15 (542m) | 0 | 1","15 (542m) | 0 | 1","141 | 30 | 96 | 15","141 | 30 | 96 | 15","141 | 30 | 96 | 15","141 | 30 | 96 | 15","53% | 171 | 22 | 89%","53% | 171 | 22 | 89%","53% | 171 | 22 | 89%","53% | 171 | 22 | 89%"
"321","2015-07-19","4:00PM","19","1st_half","Brisbane","26","5","5","3","5","0","0","0","0","","","4","2","21","18","99","872","47","374","22","253","10","82","8","57","2","14","5","41","89","780","4","3","25","214","144","7","1","8","3","5","9 (308m) | 0 | 0","9 (308m) | 0 | 0","9 (308m) | 0 | 0","9 (308m) | 0 | 0","76 | 14 | 54 | 8","76 | 14 | 54 | 8","76 | 14 | 54 | 8","76 | 14 | 54 | 8","55% | 93 | 9 | 91%","55% | 93 | 9 | 91%","55% | 93 | 9 | 91%","55% | 93 | 9 | 91%"
"322","2015-07-19","4:00PM","19","2nd_half","Brisbane","16","3","1","2","3","0","0","0","0","","","3","1","19","14","73","662","33","298","20","186","8","75","6","43","0","0","3","23","67","602","4","2","13","179","160","6","15","9","6","5","6 (234m) | 0 | 1","6 (234m) | 0 | 1","6 (234m) | 0 | 1","6 (234m) | 0 | 1","65 | 16 | 42 | 7","65 | 16 | 42 | 7","65 | 16 | 42 | 7","65 | 16 | 42 | 7","50% | 78 | 13 | 86%","50% | 78 | 13 | 86%","50% | 78 | 13 | 86%","50% | 78 | 13 | 86%"
"323","2015-07-19","4:00PM","19","match","Wests Tigers","16","3","2","2","3","0","0","0","0","","","3","6","31","26","148","1279","86","701","26","201","10","91","12","98","0","0","9","119","134","1091","3","2","17","370","327","29","15","38","9","8","19 (539m) | 1 | 1","19 (539m) | 1 | 1","19 (539m) | 1 | 1","19 (539m) | 1 | 1","127 | 16 | 94 | 17","127 | 16 | 94 | 17","127 | 16 | 94 | 17","127 | 16 | 94 | 17","47% | 155 | 9 | 95%","47% | 155 | 9 | 95%","47% | 155 | 9 | 95%","47% | 155 | 9 | 95%"
"324","2015-07-19","4:00PM","19","1st_half","Wests Tigers","0","0","0","0","0","0","0","0","0","","","2","6","14","12","65","542","37","309","11","72","4","44","8","66","0","0","5","51","60","491","0","0","8","170","180","14","7","25","1","3","10 (284m) | 0 | 0","10 (284m) | 0 | 0","10 (284m) | 0 | 0","10 (284m) | 0 | 0","61 | 6 | 45 | 10","61 | 6 | 45 | 10","61 | 6 | 45 | 10","61 | 6 | 45 | 10","45% | 73 | 5 | 94%","45% | 73 | 5 | 94%","45% | 73 | 5 | 94%","45% | 73 | 5 | 94%"
"325","2015-07-19","4:00PM","19","2nd_half","Wests Tigers","16","3","2","2","3","0","0","0","0","","","1","6","17","14","83","737","49","392","15","129","6","47","4","32","0","0","4","68","74","600","3","2","9","200","147","15","8","13","8","5","9 (255m) | 1 | 1","9 (255m) | 1 | 1","9 (255m) | 1 | 1","9 (255m) | 1 | 1","66 | 10 | 49 | 7","66 | 10 | 49 | 7","66 | 10 | 49 | 7","66 | 10 | 49 | 7","50% | 82 | 4 | 95%","50% | 82 | 4 | 95%","50% | 82 | 4 | 95%","50% | 82 | 4 | 95%"
"326","2015-07-20","7:00PM","19","match","Manly","12","2","1","2","2","0","0","0","0","","","5","4","36","26","146","1124","81","655","25","188","9","64","14","99","2","12","12","68","131","1018","0","0","9","393","339","9","10","22","4","12","20 (674m) | 0 | 0","20 (674m) | 0 | 0","20 (674m) | 0 | 0","20 (674m) | 0 | 0","134 | 28 | 84 | 22","134 | 28 | 84 | 22","134 | 28 | 84 | 22","134 | 28 | 84 | 22","47% | 160 | 33 | 83%","47% | 160 | 33 | 83%","47% | 160 | 33 | 83%","47% | 160 | 33 | 83%"
"327","2015-07-20","7:00PM","19","1st_half","Manly","6","1","0","1","1","0","0","0","0","","","4","1","18","15","68","542","44","351","10","74","4","33","2","10","1","6","5","42","61","474","0","0","4","185","163","5","10","8","2","4","10 (305m) | 0 | 0","10 (305m) | 0 | 0","10 (305m) | 0 | 0","10 (305m) | 0 | 0","64 | 13 | 47 | 4","64 | 13 | 47 | 4","64 | 13 | 47 | 4","64 | 13 | 47 | 4","48% | 78 | 9 | 90%","48% | 78 | 9 | 90%","48% | 78 | 9 | 90%","48% | 78 | 9 | 90%"
"328","2015-07-20","7:00PM","19","2nd_half","Manly","6","1","1","1","1","0","0","0","0","","","1","3","18","11","78","582","37","304","15","114","5","31","12","89","1","6","7","26","70","544","0","0","5","208","176","4","0","14","2","8","10 (369m) | 0 | 0","10 (369m) | 0 | 0","10 (369m) | 0 | 0","10 (369m) | 0 | 0","70 | 15 | 37 | 18","70 | 15 | 37 | 18","70 | 15 | 37 | 18","70 | 15 | 37 | 18","47% | 82 | 24 | 77%","47% | 82 | 24 | 77%","47% | 82 | 24 | 77%","47% | 82 | 24 | 77%"
"329","2015-07-20","7:00PM","19","match","North Queensland","30","5","4","4","5","1","1","0","0","","","7","6","41","29","171","1701","85","762","39","463","9","76","16","159","2","18","15","145","151","1478","8","5","22","424","332","10","10","9","6","9","22 (533m) | 0 | 0","22 (533m) | 0 | 0","22 (533m) | 0 | 0","22 (533m) | 0 | 0","149 | 25 | 99 | 25","149 | 25 | 99 | 25","149 | 25 | 99 | 25","149 | 25 | 99 | 25","53% | 177 | 33 | 84%","53% | 177 | 33 | 84%","53% | 177 | 33 | 84%","53% | 177 | 33 | 84%"
"330","2015-07-20","7:00PM","19","1st_half","North Queensland","20","3","3","3","3","1","1","0","0","","","4","6","19","14","82","785","49","416","17","223","3","24","3","20","0","0","7","55","72","683","4","4","8","197","161","9","4","4","6","5","10 (277m) | 0 | 0","10 (277m) | 0 | 0","10 (277m) | 0 | 0","10 (277m) | 0 | 0","70 | 9 | 57 | 4","70 | 9 | 57 | 4","70 | 9 | 57 | 4","70 | 9 | 57 | 4","52% | 86 | 11 | 89%","52% | 86 | 11 | 89%","52% | 86 | 11 | 89%","52% | 86 | 11 | 89%"
"331","2015-07-20","7:00PM","19","2nd_half","North Queensland","10","2","1","1","2","0","0","0","0","","","3","6","22","15","89","916","36","346","22","240","6","52","13","139","2","18","8","90","79","795","4","1","14","227","171","1","6","5","0","4","12 (256m) | 0 | 0","12 (256m) | 0 | 0","12 (256m) | 0 | 0","12 (256m) | 0 | 0","79 | 16 | 42 | 21","79 | 16 | 42 | 21","79 | 16 | 42 | 21","79 | 16 | 42 | 21","53% | 91 | 22 | 81%","53% | 91 | 22 | 81%","53% | 91 | 22 | 81%","53% | 91 | 22 | 81%"
"332","2015-07-10","7:45PM","18","match","Canberra","36","6","6","6","6","0","0","0","0","","","5","6","36","28","129","1146","71","635","17","167","13","112","6","40","5","41","10","75","112","995","3","2","16","295","357","17","36","41","3","8","20 (719m) | 0 | 4","20 (719m) | 0 | 4","20 (719m) | 0 | 4","20 (719m) | 0 | 4","113 | 22 | 69 | 22","113 | 22 | 69 | 22","113 | 22 | 69 | 22","113 | 22 | 69 | 22","44% | 143 | 30 | 83%","44% | 143 | 30 | 83%","44% | 143 | 30 | 83%","44% | 143 | 30 | 83%"
"333","2015-07-10","7:45PM","18","1st_half","Canberra","24","4","4","4","4","0","0","0","0","","","3","2","18","13","73","656","45","382","11","127","5","38","3","14","0","0","5","53","64","561","2","2","5","161","178","5","12","12","2","5","9 (313m) | 0 | 2","9 (313m) | 0 | 2","9 (313m) | 0 | 2","9 (313m) | 0 | 2","61 | 13 | 36 | 12","61 | 13 | 36 | 12","61 | 13 | 36 | 12","61 | 13 | 36 | 12","47% | 73 | 16 | 82%","47% | 73 | 16 | 82%","47% | 73 | 16 | 82%","47% | 73 | 16 | 82%"
"334","2015-07-10","7:45PM","18","2nd_half","Canberra","12","2","2","2","2","0","0","0","0","","","2","4","18","15","56","490","26","253","6","40","8","74","3","26","5","41","5","22","48","434","1","0","11","134","179","12","24","29","1","3","11 (406m) | 0 | 2","11 (406m) | 0 | 2","11 (406m) | 0 | 2","11 (406m) | 0 | 2","52 | 9 | 33 | 10","52 | 9 | 33 | 10","52 | 9 | 33 | 10","52 | 9 | 33 | 10","41% | 70 | 14 | 83%","41% | 70 | 14 | 83%","41% | 70 | 14 | 83%","41% | 70 | 14 | 83%"
"335","2015-07-10","7:45PM","18","match","Newcastle","22","4","4","3","4","0","0","0","0","","","7","4","39","33","197","1627","86","765","63","402","11","68","9","72","3","30","16","165","172","1337","5","4","41","488","280","19","4","16","21","7","21 (513m) | 0 | 0","21 (513m) | 0 | 0","21 (513m) | 0 | 0","21 (513m) | 0 | 0","144 | 26 | 89 | 29","144 | 26 | 89 | 29","144 | 26 | 89 | 29","144 | 26 | 89 | 29","56% | 174 | 19 | 90%","56% | 174 | 19 | 90%","56% | 174 | 19 | 90%","56% | 174 | 19 | 90%"
"336","2015-07-10","7:45PM","18","1st_half","Newcastle","4","1","1","0","1","0","0","0","0","","","4","4","19","17","88","741","42","369","27","187","4","32","4","40","0","0","7","66","77","628","2","1","12","227","151","9","3","5","8","2","11 (292m) | 0 | 0","11 (292m) | 0 | 0","11 (292m) | 0 | 0","11 (292m) | 0 | 0","69 | 16 | 45 | 8","69 | 16 | 45 | 8","69 | 16 | 45 | 8","69 | 16 | 45 | 8","53% | 83 | 3 | 97%","53% | 83 | 3 | 97%","53% | 83 | 3 | 97%","53% | 83 | 3 | 97%"
"337","2015-07-10","7:45PM","18","2nd_half","Newcastle","18","3","3","3","3","0","0","0","0","","","3","4","20","16","109","886","44","396","36","215","7","36","5","32","3","30","9","99","95","709","3","3","29","261","129","10","1","11","13","5","10 (221m) | 0 | 0","10 (221m) | 0 | 0","10 (221m) | 0 | 0","10 (221m) | 0 | 0","75 | 10 | 44 | 21","75 | 10 | 44 | 21","75 | 10 | 44 | 21","75 | 10 | 44 | 21","59% | 91 | 16 | 85%","59% | 91 | 16 | 85%","59% | 91 | 16 | 85%","59% | 91 | 16 | 85%"
"338","2015-07-11","5:30PM","18","match","Penrith","4","1","0","0","1","0","0","0","0","","","6","9","37","28","149","1245","78","671","46","345","6","66","9","56","0","0","7","69","139","1138","1","0","19","366","363","17","28","38","9","13","15 (381m) | 0 | 2","15 (381m) | 0 | 2","15 (381m) | 0 | 2","15 (381m) | 0 | 2","121 | 22 | 85 | 14","121 | 22 | 85 | 14","121 | 22 | 85 | 14","121 | 22 | 85 | 14","45% | 143 | 39 | 79%","45% | 143 | 39 | 79%","45% | 143 | 39 | 79%","45% | 143 | 39 | 79%"
"339","2015-07-11","5:30PM","18","1st_half","Penrith","0","0","0","0","0","0","0","0","0","","","5","5","22","17","85","741","46","394","23","194","3","33","6","39","0","0","6","69","78","660","0","0","6","194","185","8","10","17","6","7","9 (223m) | 0 | 1","9 (223m) | 0 | 1","9 (223m) | 0 | 1","9 (223m) | 0 | 1","67 | 16 | 44 | 7","67 | 16 | 44 | 7","67 | 16 | 44 | 7","67 | 16 | 44 | 7","47% | 81 | 20 | 80%","47% | 81 | 20 | 80%","47% | 81 | 20 | 80%","47% | 81 | 20 | 80%"
"340","2015-07-11","5:30PM","18","2nd_half","Penrith","4","1","0","0","1","0","0","0","0","","","1","4","15","11","64","504","32","277","23","151","3","33","3","17","0","0","1","0","61","478","1","0","13","172","178","9","18","21","3","6","6 (158m) | 0 | 1","6 (158m) | 0 | 1","6 (158m) | 0 | 1","6 (158m) | 0 | 1","54 | 6 | 41 | 7","54 | 6 | 41 | 7","54 | 6 | 41 | 7","54 | 6 | 41 | 7","44% | 62 | 19 | 77%","44% | 62 | 19 | 77%","44% | 62 | 19 | 77%","44% | 62 | 19 | 77%"
"341","2015-07-11","5:30PM","18","match","Sydney Roosters","24","4","3","2","4","2","2","0","0","","","7","7","41","29","185","1693","82","701","63","626","7","55","13","102","0","0","11","75","165","1484","6","3","38","428","320","13","16","19","17","15","20 (532m) | 0 | 1","20 (532m) | 0 | 1","20 (532m) | 0 | 1","20 (532m) | 0 | 1","145 | 31 | 93 | 21","145 | 31 | 93 | 21","145 | 31 | 93 | 21","145 | 31 | 93 | 21","55% | 177 | 34 | 84%","55% | 177 | 34 | 84%","55% | 177 | 34 | 84%","55% | 177 | 34 | 84%"
"342","2015-07-11","5:30PM","18","1st_half","Sydney Roosters","6","1","1","0","1","1","1","0","0","","","3","7","20","15","88","795","44","371","26","275","2","10","7","58","0","0","5","19","79","714","2","2","17","206","185","3","9","6","7","6","12 (393m) | 0 | 1","12 (393m) | 0 | 1","12 (393m) | 0 | 1","12 (393m) | 0 | 1","75 | 15 | 48 | 12","75 | 15 | 48 | 12","75 | 15 | 48 | 12","75 | 15 | 48 | 12","53% | 92 | 13 | 88%","53% | 92 | 13 | 88%","53% | 92 | 13 | 88%","53% | 92 | 13 | 88%"
"343","2015-07-11","5:30PM","18","2nd_half","Sydney Roosters","18","3","2","2","3","1","1","0","0","","","4","7","21","14","97","898","38","330","37","351","5","45","6","44","0","0","6","56","86","770","4","1","21","222","135","10","7","13","10","9","8 (139m) | 0 | 0","8 (139m) | 0 | 0","8 (139m) | 0 | 0","8 (139m) | 0 | 0","70 | 16 | 45 | 9","70 | 16 | 45 | 9","70 | 16 | 45 | 9","70 | 16 | 45 | 9","56% | 85 | 21 | 80%","56% | 85 | 21 | 80%","56% | 85 | 21 | 80%","56% | 85 | 21 | 80%"
"344","2015-07-11","7:30PM","18","match","Canterbury-Bankstown","8","2","1","0","2","0","0","0","0","","","4","5","37","28","160","1304","77","663","36","268","14","104","17","137","2","16","10","72","146","1188","3","1","15","386","387","19","19","20","7","11","23 (615m) | 0 | 2","23 (615m) | 0 | 2","23 (615m) | 0 | 2","23 (615m) | 0 | 2","134 | 15 | 82 | 37","134 | 15 | 82 | 37","134 | 15 | 82 | 37","134 | 15 | 82 | 37","46% | 163 | 26 | 86%","46% | 163 | 26 | 86%","46% | 163 | 26 | 86%","46% | 163 | 26 | 86%"
"345","2015-07-11","7:30PM","18","1st_half","Canterbury-Bankstown","4","1","1","0","1","0","0","0","0","","","2","1","17","13","79","673","37","328","16","158","6","45","11","79","1","11","7","46","71","621","2","1","8","184","194","9","15","14","4","6","12 (356m) | 0 | 1","12 (356m) | 0 | 1","12 (356m) | 0 | 1","12 (356m) | 0 | 1","65 | 7 | 37 | 21","65 | 7 | 37 | 21","65 | 7 | 37 | 21","65 | 7 | 37 | 21","45% | 78 | 9 | 90%","45% | 78 | 9 | 90%","45% | 78 | 9 | 90%","45% | 78 | 9 | 90%"
"346","2015-07-11","7:30PM","18","2nd_half","Canterbury-Bankstown","4","1","0","0","1","0","0","0","0","","","2","4","20","15","81","631","40","335","20","110","8","59","6","58","1","5","3","26","75","567","1","0","7","202","193","10","4","6","3","5","11 (259m) | 0 | 1","11 (259m) | 0 | 1","11 (259m) | 0 | 1","11 (259m) | 0 | 1","69 | 8 | 45 | 16","69 | 8 | 45 | 16","69 | 8 | 45 | 16","69 | 8 | 45 | 16","47% | 85 | 17 | 83%","47% | 85 | 17 | 83%","47% | 85 | 17 | 83%","47% | 85 | 17 | 83%"
"347","2015-07-11","7:30PM","18","match","Brisbane","16","3","3","2","3","0","0","0","0","","","6","6","42","33","198","1724","89","781","44","338","13","110","25","198","5","45","16","180","176","1472","5","5","20","460","328","10","10","15","12","11","20 (528m) | 0 | 1","20 (528m) | 0 | 1","20 (528m) | 0 | 1","20 (528m) | 0 | 1","159 | 31 | 102 | 26","159 | 31 | 102 | 26","159 | 31 | 102 | 26","159 | 31 | 102 | 26","54% | 193 | 28 | 87%","54% | 193 | 28 | 87%","54% | 193 | 28 | 87%","54% | 193 | 28 | 87%"
"348","2015-07-11","7:30PM","18","1st_half","Brisbane","10","2","2","1","2","0","0","0","0","","","4","6","22","18","111","975","41","382","30","230","6","52","15","108","5","45","10","105","97","817","3","3","14","251","156","4","6","8","10","4","11 (310m) | 0 | 0","11 (310m) | 0 | 0","11 (310m) | 0 | 0","11 (310m) | 0 | 0","81 | 12 | 49 | 20","81 | 12 | 49 | 20","81 | 12 | 49 | 20","81 | 12 | 49 | 20","55% | 102 | 8 | 93%","55% | 102 | 8 | 93%","55% | 102 | 8 | 93%","55% | 102 | 8 | 93%"
